title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget en $,Opening weekend USA en $,gross en $,Cumulate Worldwide Gross en $,runtime,sound Mix,Color,Aspect Ratio 
Dans ses yeux,8.2,80,196931,Drama; Mystery;,Juan José Campanella,Eduardo Sacheri,2h 9min,2010-05-5,Spain,Estación Retiro; Retiro; Buenos Aires; Federal District; Argentina,326,"In 1999, retired Argentinian federal justice agent Benjamín Espósito is writing a novel, using an old closed case as the source material. That case is the brutal rape and murder of Liliana Coloto. In addition to seeing the extreme grief of the victim's husband Ricardo Morales, Benjamín, his assistant Pablo Sandoval, and newly hired department chief Irene Menéndez-Hastings were personally affected by the case as Benjamín and Pablo tracked the killer, hence the reason why the unsatisfactory ending to the case has always bothered him. Despite the department already having two other suspects, Benjamín and Pablo ultimately were certain that a man named Isidoro Gómez is the real killer. Although he is aware that historical accuracy is not paramount for the novel, the process of revisiting the case is more an issue of closure for him. He tries to speak to the key players in the case, most specifically Irene, who still works in the justice department and who he has always been attracted to ...",2000000.0,16786,6391436,35079650,129 min,Dolby Digital,Color,2.35 : 1
Zack Snyder's Justice League,8.2,54,289363,Action; Adventu,Zack Snyder,Jerry Siegel,4h 2min,2021-03-18,UK,Warner Bros. Studios; Leavesden; England; UK,7509,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions. The task proves more difficult than Bruce imagined, as each of the recruits must face the demons of their own pasts to transcend that which has held them back, allowing them to come together, finally forming an unprecedented league of heroes. Now united, Batman, Wonder Woman, Aquaman, Cyborg and The Flash may be too late to save the planet from Steppenwolf, DeSaad and Darkseid and their dreadful intentions.",xxx,xxx,xxx,xxx,242 min,xxx,xxx,xxx
Vaaranam Aayiram,8.2,xxx,10957,Drama; Romance,Gautham Vasudev Menon,Meghana Karthik,2h 49min,2008-11-14,India,Annanagar Tower Park; Chennai; Tamil Nadu; India,51,"Surya (Surya Sivakumar) is away at war as his father, Krisnan (also Surya) dies of lung cancer. As Surya sits on a plane in combat gear heading into battle, he reminisces about his father's influence in his life. The film opens with the father Krishnan's romance with Malini (Simram), which in turn is contrasted with the son's aggressive courting of an engineering student Meghana (Sameera Reddy) from a train ride in Tamil Nadu to her graduate studies in Berkeley. The romance is swiftly followed by an extended period of professional and personal uncertainty, in which the son turns back to father figures to help him get back on his feet and seek out his true calling. Well made, though overlong film, reportedly autobiographical about the director's own relationship with his father.",1920745.23,xxx,921007,921007,169 min,xxx,xxx,xxx
Shutter Island,8.2,63,1160131,Mystery; Thrill,Martin Scorsese,Laeta Kalogridis,2h 18min,2010-02-24,USA,xxx,1408,"In 1954, up-and-coming U.S. marshal Teddy Daniels is assigned to investigate the disappearance of a patient from Boston's Shutter Island Ashecliffe Hospital. He's been pushing for an assignment on the island for personal reasons, but before long he thinks he's been brought there as part of a twisted plot by hospital doctors whose radical treatments range from unethical to illegal to downright sinister. Teddy's shrewd investigating skills soon provide a promising lead, but the hospital refuses him access to records he suspects would break the case wide open. As a hurricane cuts off communication with the mainland, more dangerous criminals ""escape"" in the confusion, and the puzzling, improbable clues multiply, Teddy begins to doubt everything - his memory, his partner, even his own sanity.",80000000.0,4106244,128012934,294805697,138 min,or,Ratio: 2.39 : 1,xxx
The Blue Elephant 2,8.2,xxx,8554,Crime; Drama; H,Marwan Hamed,Ahmed Mourad,2h 10min,2019-07-25,Egypt,See more,132,"The events of the second part of the film begin five years after the events of the first part, where Dr. Yehia married (Lobna), summoned to the Department of Dangerous Cases (8 West) for women, and meets there who manipulates his life and the life of his family, so he take the blue elephant pills trying to control things and solve puzzles that meets him.",xxx,xxx,713957,713957,130 min,xxx,xxx,xxx
Là-haut,8.2,88,953567,Animation; Adve,Pete Docter,Pete Docter,1h 36min,2009-07-29,USA,Pixar Animation Studios - 1200 Park Avenue; Emeryville; California; USA,982,"As a boy, Carl Fredricksen wanted to explore South America and find the forbidden Paradise Falls. About 64 years later he gets to begin his journey along with Boy Scout Russell by lifting his house with thousands of balloons. On their journey, they make many new friends including a talking dog, and figure out that someone has evil plans. Carl soon realizes that this evildoer is his childhood idol.",175000000.0,6810879,293004164,735099102,96 min,"SDDS
| Dolby Digital
| DTS
(Digital DTS Sound)| Sonics-DDP
(3-D version)| Dolby Atmos",Color,1.85 : 1
7. Kogustaki Mucize,8.2,xxx,39131,Drama,Mehmet Ada Öztekin,Özge Efendioglu,2h 12min,2019-10-10,Turkey,Mugla; Turkey,388,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,xxx,xxx,17163660,17163660,132 min,xxx,xxx,xxx
Article 15,8.2,xxx,25149,Crime; Drama; M,Anubhav Sinha,Anubhav Sinha,2h 10min,2019-07-3,India,xxx,342,In Lalgaon village two Dalit girls are abducted in a school bus Ayan Ranjan an IPS officer is assigned on the case where he closely works with two officers Brahmdutt and Jatav.Ayan finds that villagers believe in caste discrimination which is the major problem he meets his old friend Satinder who behaves strangely and goes missing next morning.The two girls body are found hanging on a tree while one goes missing an autopsy revels that they were raped multiple times.Gaura sister of one of the dead girl tells Ayan that they were slapped by their owner Anshu when they asked to increase their daily wage by three Rupees .Ayan finds that Anshu did this due to caste discrimination and posts copy of Article 15 according to constitution of India at the police station.,xxx,xxx,734514,734514,130 min,xxx,xxx,xxx
Le loup de Wall Street,8.2,75,1224047,Biography; Crim,Martin Scorsese,Terence Winter,3h,2013-12-25,USA,New York City; New York; USA,1581,"In the early 1990s, Jordan Belfort teamed with his partner Donny Azoff and started brokerage firm Stratton Oakmont. Their company quickly grows from a staff of 20 to a staff of more than 250 and their status in the trading community and Wall Street grows exponentially. So much that companies file their initial public offerings through them. As their status grows, so do the amount of substances they abuse, and so do their lies. They draw attention like no other, throwing lavish parties for their staff when they hit the jackpot on high trades. That ultimately leads to Belfort featured on the cover of Forbes Magazine, being called ""The Wolf Of Wall St."". With the FBI onto Belfort's trading schemes, he devises new ways to cover his tracks and watch his fortune grow. Belfort ultimately comes up with a scheme to stash their cash in a European bank. But with the FBI watching him like a hawk, how long will Belfort and Azoff be able to maintain their elaborate wealth and luxurious lifestyles?",100000000.0,1836157,116900694,392000694,180 min,"Datasat
| Dolby Digital
| Dolby Surround 7.1",Color,2.39 : 1
Chak De! India,8.2,68,75385,Drama; Family;,Shimit Amin,Jaideep Sahni,2h 33min,2007-08-10,India,xxx,130,"Kabir Khan (Shahrukh Khan) knows what it's like to come back from the dead. The ex Indian Captain has now come back in the avatar of the Coach of the Indian Women's National Hockey team. A team that exists more on paper and less in reality. The team is a rag-tag bunch of girls with their own agenda. A bunch of girls who have forgotten what it is like to play for the love of the game. Of playing because you want glory for your country. Not because you want a pensioned job or a government flat. They have all forgotten the sharp thrill of just holding the hockey stick, keeping their eyes on the ball and playing for all they are worth. They have played every game but hockey to make sure they get selected every year in the Indian National team. But what does it really mean to play for the Indian National team? To play for India? The girls have never known the thrilling energy of being Team India. Of giving their all to see their country's name on a trophy. But Kabir Khan, once a captain, ...",xxx,35188,1120404,21505244,153 min,io: 2.35 : 1,xxx,xxx
Bommarillu,8.2,xxx,8818,Comedy; Drama;,Bhaskar,Bhaskar,2h 50min,2006-08-9,India,Sri Venkateswara Creations,21,"Siddu is the son of an over-protective business man. Every decision of his is made by his father, which leads him into frustration. He half-heartedly agrees to become engaged to a rich man's daughter, but then falls for a middle-class man's daughter called Hasini. The film focuses on his realization that he has to stand on his own and come out of his father's protective shell- and try to succeed in love.",xxx,xxx,650000,xxx,170 min,xxx,xxx,xxx
Athadu,8.2,xxx,12395,Action; Thrille,Trivikram Srinivas,Trivikram Srinivas,2h 52min,2005-08-10,India,IMDbPro,30,"To receive a sympathy vote, a crooked politician plans his own assassination attempt. Nandu is hired to merely wound the politician, but someone else pulls the trigger first. Framed for murder, Nandu flees and meets Pardhu, a man returning home after a long absence. The young man is killed in the police crossfire meant for Nandu. Nandu assumes Pardhu's identity and his new ""cousin"" has a romantic interest in him...",xxx,xxx,xxx,xxx,172 min,xxx,xxx,xxx
There Will Be Blood,8.2,93,529452,Drama,Paul Thomas Anderson,Paul Thomas Anderson,2h 38min,2008-02-27,USA,Shafter; Texas; USA,1401,"The intersecting life stories of Daniel Plainview and Eli Sunday in early twentieth century California is presented. Miner turn oilman Daniel Plainview is a driven man who will do whatever it takes to achieve his goals. He works hard but he also takes advantage of those around him at their expense if need be. His business partner is his son H.W., who in reality he ""acquired"" when H.W.'s biological single father, who worked on one of Daniel's rigs, got killed in a workplace accident. Daniel is deeply protective of H.W. if only for what H.W. brings to the partnership. Eli Sunday is one in a pair of twins, whose family farm Daniel purchases for the major oil deposit located on it. Eli, the local preacher and a self-proclaimed faith healer, wants the money from the sale of the property to finance his own church. The lives of the two competitive men often clash as Daniel pumps oil off the property and tries to acquire all the surrounding land at bargain prices to be able to build a ...",25000000.0,19073,40222514,76182388,158 min,"SDDS
| Dolby Digital
| DTS",Color,2.39 : 1
Le labyrinthe de Pan,8.2,98,627738,Drama; Fantasy;,Guillermo del Toro,Guillermo del Toro,1h 58min,2006-11-1,Spain,Spain,1317,"In 1944 Falangist Spain, a girl, fascinated with fairy-tales, is sent along with her pregnant mother to live with her new stepfather, a ruthless captain of the Spanish army. During the night, she meets a fairy who takes her to an old faun in the center of the labyrinth. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks. If she fails, she will never prove herself to be the true princess and will never see her real father, the king, again.",19000000.0,56864,37634615,83850267,118 min,"DTS
| Dolby Digital
| SDDS
| Dolby Surround 7.1",Color,1.85 : 1
Toy Story 3,8.2,92,769889,Animation; Adve,Lee Unkrich,John Lasseter,1h 43min,2010-07-14,USA,Pixar Animation Studios - 1200 Park Avenue; Emeryville; California; USA,923,"Woody, Buzz and the whole gang are back. As their owner Andy prepares to depart for college, his loyal toys find themselves in daycare where untamed tots with their sticky little fingers do not play nice. So, it's all for one and one for all as they join Barbie's counterpart Ken, a thespian hedgehog named Mr. Pricklepants and a pink, strawberry-scented teddy bear called Lots-o'-Huggin' Bear to plan their great escape.",200000000.0,11030718,415004880,1066970811,103 min,"DTS
(Digital DTS Sound)| SDDS
| Sonics-DDP
(IMAX version)| Dolby Digital
| Dolby Surround 7.1
| Dolby Atmos",Color,1.78 : 1
